index,label,p_pos,p_neu,p_neg
34279,neu,0.33,0.34,0.33
34280,neu,0.33,0.34,0.33
34281,pos,0.6046134829521179,0.0,0.3953865170478821
34282,neu,0.33,0.34,0.33
34283,neu,0.33,0.34,0.33
34284,neu,0.33,0.34,0.33
34285,neg,0.1819825172424316,0.0,0.8180174827575684
34286,neu,0.33,0.34,0.33
34287,neu,0.33,0.34,0.33
34288,neu,0.33,0.34,0.33
34289,neu,0.33,0.34,0.33
34290,neu,0.33,0.34,0.33
34291,neu,0.33,0.34,0.33
34292,neu,0.33,0.34,0.33
34293,pos,0.6573046445846558,0.0,0.3426953554153442
34294,pos,0.6046134829521179,0.0,0.3953865170478821
34295,neu,0.33,0.34,0.33
34296,neu,0.33,0.34,0.33
34297,neu,0.33,0.34,0.33
34298,neu,0.33,0.34,0.33
34299,neu,0.33,0.34,0.33
34300,neu,0.33,0.34,0.33
34301,neu,0.33,0.34,0.33
34302,neu,0.33,0.34,0.33
34303,neu,0.33,0.34,0.33
34304,pos,0.6573041677474976,0.0,0.3426958322525024
34305,pos,0.6046136617660522,0.0,0.3953863382339477
34306,neu,0.33,0.34,0.33
34307,neu,0.33,0.34,0.33
34308,neu,0.33,0.34,0.33
34309,neu,0.33,0.34,0.33
34310,neu,0.33,0.34,0.33
34311,neu,0.33,0.34,0.33
34312,neu,0.33,0.34,0.33
34313,pos,0.6046136617660522,0.0,0.3953863382339477
34314,neu,0.33,0.34,0.33
34315,neu,0.33,0.34,0.33
34316,neu,0.33,0.34,0.33
34317,neu,0.33,0.34,0.33
34318,neu,0.33,0.34,0.33
34319,neu,0.33,0.34,0.33
34320,pos,0.6999139785766602,0.0,0.3000860214233398
34321,neu,0.33,0.34,0.33
34322,neg,0.0408340692520141,0.0,0.9591659307479858
34323,neu,0.33,0.34,0.33
34324,neu,0.33,0.34,0.33
34325,neu,0.33,0.34,0.33
34326,neu,0.33,0.34,0.33
34327,neu,0.33,0.34,0.33
34328,pos,0.6999139785766602,0.0,0.3000860214233398
34329,neu,0.33,0.34,0.33
34330,neg,0.0408340692520141,0.0,0.9591659307479858
34331,neu,0.33,0.34,0.33
34332,neu,0.33,0.34,0.33
34333,neu,0.33,0.34,0.33
34334,neu,0.33,0.34,0.33
34335,neu,0.33,0.34,0.33
34336,pos,0.6999139785766602,0.0,0.3000860214233398
34337,neu,0.33,0.34,0.33
34338,neg,0.0408340692520141,0.0,0.9591659307479858
34339,neu,0.33,0.34,0.33
34340,neu,0.33,0.34,0.33
34341,neu,0.33,0.34,0.33
34342,neu,0.33,0.34,0.33
34343,neu,0.33,0.34,0.33
34344,neu,0.33,0.34,0.33
34345,pos,0.5134800672531128,0.0,0.4865199327468872
34346,neu,0.33,0.34,0.33
34347,neu,0.33,0.34,0.33
34348,neu,0.33,0.34,0.33
34349,neu,0.33,0.34,0.33
34350,pos,0.8076188564300537,0.0,0.1923811435699463
34351,pos,0.7952988147735596,0.0,0.2047011852264404
34352,neu,0.33,0.34,0.33
34353,pos,0.7854329943656921,0.0,0.2145670056343078
34354,neu,0.33,0.34,0.33
34355,neu,0.33,0.34,0.33
34356,neu,0.33,0.34,0.33
34357,pos,0.8040661811828613,0.0,0.1959338188171386
34358,pos,0.8076188564300537,0.0,0.1923811435699463
34359,pos,0.7952988147735596,0.0,0.2047011852264404
34360,neu,0.33,0.34,0.33
34361,pos,0.7854329943656921,0.0,0.2145670056343078
34362,neu,0.33,0.34,0.33
34363,neu,0.33,0.34,0.33
34364,neu,0.33,0.34,0.33
34365,pos,0.8040661811828613,0.0,0.1959338188171386
34366,pos,0.8076188564300537,0.0,0.1923811435699463
34367,neu,0.33,0.34,0.33
34368,pos,0.7854329943656921,0.0,0.2145670056343078
34369,neu,0.33,0.34,0.33
34370,neu,0.33,0.34,0.33
34371,pos,0.8040661811828613,0.0,0.1959338188171386
34372,pos,0.7377539873123169,0.0,0.2622460126876831
34373,pos,0.8990671038627625,0.0,0.1009328961372375
34374,pos,0.763912558555603,0.0,0.2360874414443969
34375,neu,0.33,0.34,0.33
34376,pos,0.5799655318260193,0.0,0.4200344681739807
34377,neu,0.33,0.34,0.33
34378,neu,0.33,0.34,0.33
34379,neu,0.33,0.34,0.33
34380,pos,0.5805873274803162,0.0,0.4194126725196838
34381,neg,0.0353041887283325,0.0,0.9646958112716676
34382,pos,0.7990953326225281,0.0,0.2009046673774719
34383,pos,0.9008732438087464,0.0,0.0991267561912536
34384,neu,0.33,0.34,0.33
34385,pos,0.5100291967391968,0.0,0.4899708032608032
34386,neu,0.33,0.34,0.33
34387,pos,0.8726620674133301,0.0,0.1273379325866699
34388,pos,0.9180991649627686,0.0,0.0819008350372314
34389,pos,0.8943468928337097,0.0,0.1056531071662902
34390,neu,0.33,0.34,0.33
34391,neg,0.3201544880867004,0.0,0.6798455119132996
34392,neu,0.33,0.34,0.33
34393,neu,0.33,0.34,0.33
34394,neu,0.33,0.34,0.33
34395,neu,0.33,0.34,0.33
34396,neu,0.33,0.34,0.33
34397,pos,0.779949426651001,0.0,0.220050573348999
34398,neu,0.33,0.34,0.33
34399,neu,0.33,0.34,0.33
34400,neg,0.1934225559234619,0.0,0.8065774440765381
34401,neu,0.33,0.34,0.33
34402,pos,0.8802559971809387,0.0,0.1197440028190612
34403,pos,0.9495184421539308,0.0,0.0504815578460693
34404,neu,0.33,0.34,0.33
34405,neu,0.33,0.34,0.33
34406,neu,0.33,0.34,0.33
34407,pos,0.8530319929122925,0.0,0.1469680070877075
34408,neu,0.33,0.34,0.33
34409,neu,0.33,0.34,0.33
34410,neu,0.33,0.34,0.33
34411,pos,0.779949426651001,0.0,0.220050573348999
34412,neu,0.33,0.34,0.33
34413,neu,0.33,0.34,0.33
34414,neg,0.1934225559234619,0.0,0.8065774440765381
34415,neu,0.33,0.34,0.33
34416,pos,0.8802559971809387,0.0,0.1197440028190612
34417,pos,0.9495184421539308,0.0,0.0504815578460693
34418,neu,0.33,0.34,0.33
34419,neu,0.33,0.34,0.33
34420,neu,0.33,0.34,0.33
34421,pos,0.8530319929122925,0.0,0.1469680070877075
34422,neu,0.33,0.34,0.33
34423,neu,0.33,0.34,0.33
34424,neu,0.33,0.34,0.33
34425,pos,0.779949426651001,0.0,0.220050573348999
34426,neu,0.33,0.34,0.33
34427,neu,0.33,0.34,0.33
34428,neg,0.1934225559234619,0.0,0.8065774440765381
34429,neu,0.33,0.34,0.33
34430,neu,0.33,0.34,0.33
34431,neu,0.33,0.34,0.33
34432,neu,0.33,0.34,0.33
34433,neu,0.33,0.34,0.33
34434,neu,0.33,0.34,0.33
34435,neu,0.33,0.34,0.33
34436,neu,0.33,0.34,0.33
34437,neu,0.33,0.34,0.33
34438,neu,0.33,0.34,0.33
34439,neu,0.33,0.34,0.33
34440,neu,0.33,0.34,0.33
34441,neu,0.33,0.34,0.33
34442,neu,0.33,0.34,0.33
34443,neu,0.33,0.34,0.33
34444,neu,0.33,0.34,0.33
34445,neu,0.33,0.34,0.33
34446,pos,0.6467680335044861,0.0,0.3532319664955139
34447,neu,0.33,0.34,0.33
34448,neu,0.33,0.34,0.33
34449,neu,0.33,0.34,0.33
34450,neu,0.33,0.34,0.33
34451,neu,0.33,0.34,0.33
34452,neu,0.33,0.34,0.33
34453,neg,0.2453823089599609,0.0,0.7546176910400391
34454,pos,0.8802560567855835,0.0,0.1197439432144165
34455,pos,0.9495184421539308,0.0,0.0504815578460693
34456,neu,0.33,0.34,0.33
34457,neu,0.33,0.34,0.33
34458,neu,0.33,0.34,0.33
34459,pos,0.8530318140983582,0.0,0.1469681859016418
34460,pos,0.8802560567855835,0.0,0.1197439432144165
34461,pos,0.9495184421539308,0.0,0.0504815578460693
34462,neu,0.33,0.34,0.33
34463,neu,0.33,0.34,0.33
34464,neu,0.33,0.34,0.33
34465,pos,0.8530318140983582,0.0,0.1469681859016418
34466,pos,0.8802560567855835,0.0,0.1197439432144165
34467,pos,0.9495184421539308,0.0,0.0504815578460693
34468,neu,0.33,0.34,0.33
34469,neu,0.33,0.34,0.33
34470,neu,0.33,0.34,0.33
34471,pos,0.8530318140983582,0.0,0.1469681859016418
34472,pos,0.8802560567855835,0.0,0.1197439432144165
34473,pos,0.9495184421539308,0.0,0.0504815578460693
34474,neu,0.33,0.34,0.33
34475,neu,0.33,0.34,0.33
34476,neu,0.33,0.34,0.33
34477,pos,0.8530318140983582,0.0,0.1469681859016418
34478,pos,0.8802560567855835,0.0,0.1197439432144165
34479,pos,0.9495184421539308,0.0,0.0504815578460693
34480,neu,0.33,0.34,0.33
34481,neu,0.33,0.34,0.33
34482,pos,0.8530318140983582,0.0,0.1469681859016418
34483,pos,0.8802560567855835,0.0,0.1197439432144165
34484,pos,0.9495184421539308,0.0,0.0504815578460693
34485,neu,0.33,0.34,0.33
34486,neu,0.33,0.34,0.33
34487,neu,0.33,0.34,0.33
34488,pos,0.8530318140983582,0.0,0.1469681859016418
34489,neu,0.33,0.34,0.33
34490,neu,0.33,0.34,0.33
34491,pos,0.9497398734092712,0.0,0.0502601265907287
34492,neu,0.33,0.34,0.33
34493,pos,0.953054428100586,0.0,0.046945571899414
34494,pos,0.7706053256988525,0.0,0.2293946743011474
34495,neu,0.33,0.34,0.33
34496,neu,0.33,0.34,0.33
34497,pos,0.9497398734092712,0.0,0.0502601265907287
34498,neu,0.33,0.34,0.33
34499,pos,0.953054428100586,0.0,0.046945571899414
34500,pos,0.7706053256988525,0.0,0.2293946743011474
34501,neu,0.33,0.34,0.33
34502,neu,0.33,0.34,0.33
34503,pos,0.9497398734092712,0.0,0.0502601265907287
34504,neu,0.33,0.34,0.33
34505,pos,0.953054428100586,0.0,0.046945571899414
34506,pos,0.7706053256988525,0.0,0.2293946743011474
34507,neu,0.33,0.34,0.33
34508,pos,0.9417923092842102,0.0,0.0582076907157897
34509,pos,0.761074960231781,0.0,0.238925039768219
34510,pos,0.9445968866348268,0.0,0.0554031133651733
34511,neu,0.33,0.34,0.33
34512,neu,0.33,0.34,0.33
34513,neu,0.33,0.34,0.33
34514,pos,0.9417923092842102,0.0,0.0582076907157897
34515,pos,0.761074960231781,0.0,0.238925039768219
34516,pos,0.9445968866348268,0.0,0.0554031133651733
34517,neu,0.33,0.34,0.33
34518,neu,0.33,0.34,0.33
34519,neu,0.33,0.34,0.33
34520,pos,0.9417923092842102,0.0,0.0582076907157897
34521,pos,0.761074960231781,0.0,0.238925039768219
34522,pos,0.9445968866348268,0.0,0.0554031133651733
34523,neu,0.33,0.34,0.33
34524,neu,0.33,0.34,0.33
34525,neu,0.33,0.34,0.33
34526,pos,0.9417923092842102,0.0,0.0582076907157897
34527,pos,0.761074960231781,0.0,0.238925039768219
34528,pos,0.9445968866348268,0.0,0.0554031133651733
34529,neu,0.33,0.34,0.33
34530,neu,0.33,0.34,0.33
34531,neu,0.33,0.34,0.33
34532,pos,0.9417923092842102,0.0,0.0582076907157897
34533,pos,0.761074960231781,0.0,0.238925039768219
34534,pos,0.9445968866348268,0.0,0.0554031133651733
34535,neu,0.33,0.34,0.33
34536,neu,0.33,0.34,0.33
34537,neu,0.33,0.34,0.33
34538,neu,0.33,0.34,0.33
34539,neu,0.33,0.34,0.33
34540,neu,0.33,0.34,0.33
34541,neu,0.33,0.34,0.33
34542,neu,0.33,0.34,0.33
34543,pos,0.640896737575531,0.0,0.359103262424469
34544,neu,0.33,0.34,0.33
34545,neu,0.33,0.34,0.33
34546,pos,0.7990961074829102,0.0,0.2009038925170898
34547,neu,0.33,0.34,0.33
34548,neu,0.33,0.34,0.33
34549,neu,0.33,0.34,0.33
34550,neu,0.33,0.34,0.33
34551,neu,0.33,0.34,0.33
34552,neu,0.33,0.34,0.33
34553,neu,0.33,0.34,0.33
34554,pos,0.7990961074829102,0.0,0.2009038925170898
34555,neu,0.33,0.34,0.33
34556,neu,0.33,0.34,0.33
34557,neu,0.33,0.34,0.33
34558,neu,0.33,0.34,0.33
34559,neu,0.33,0.34,0.33
34560,neu,0.33,0.34,0.33
34561,neu,0.33,0.34,0.33
34562,pos,0.7990961074829102,0.0,0.2009038925170898
34563,neu,0.33,0.34,0.33
34564,neu,0.33,0.34,0.33
34565,neu,0.33,0.34,0.33
34566,neu,0.33,0.34,0.33
34567,neu,0.33,0.34,0.33
34568,neu,0.33,0.34,0.33
34569,neu,0.33,0.34,0.33
34570,pos,0.811333417892456,0.0,0.1886665821075439
34571,neu,0.33,0.34,0.33
34572,neg,0.1313765048980713,0.0,0.8686234951019287
34573,neg,0.103197693824768,0.0,0.8968023061752319
34574,neu,0.33,0.34,0.33
34575,neu,0.33,0.34,0.33
34576,neu,0.33,0.34,0.33
34577,neu,0.33,0.34,0.33
34578,neu,0.33,0.34,0.33
34579,neu,0.33,0.34,0.33
34580,neu,0.33,0.34,0.33
34581,neu,0.33,0.34,0.33
34582,neu,0.33,0.34,0.33
34583,neu,0.33,0.34,0.33
34584,neu,0.33,0.34,0.33
34585,neu,0.33,0.34,0.33
34586,neu,0.33,0.34,0.33
34587,neu,0.33,0.34,0.33
34588,neu,0.33,0.34,0.33
34589,neu,0.33,0.34,0.33
34590,neu,0.33,0.34,0.33
34591,neu,0.33,0.34,0.33
34592,neu,0.33,0.34,0.33
34593,neu,0.33,0.34,0.33
34594,pos,0.7572951316833496,0.0,0.2427048683166504
34595,pos,0.8693925738334656,0.0,0.1306074261665344
34596,neu,0.33,0.34,0.33
34597,neu,0.33,0.34,0.33
34598,neu,0.33,0.34,0.33
34599,neu,0.33,0.34,0.33
34600,pos,0.811333417892456,0.0,0.1886665821075439
34601,neu,0.33,0.34,0.33
34602,neg,0.1313765048980713,0.0,0.8686234951019287
34603,neg,0.103197693824768,0.0,0.8968023061752319
34604,neu,0.33,0.34,0.33
34605,neu,0.33,0.34,0.33
34606,neu,0.33,0.34,0.33
34607,neu,0.33,0.34,0.33
34608,pos,0.7572951316833496,0.0,0.2427048683166504
34609,pos,0.8693925738334656,0.0,0.1306074261665344
34610,neu,0.33,0.34,0.33
34611,neu,0.33,0.34,0.33
34612,neu,0.33,0.34,0.33
34613,neu,0.33,0.34,0.33
34614,neu,0.33,0.34,0.33
34615,neu,0.33,0.34,0.33
34616,pos,0.7572951316833496,0.0,0.2427048683166504
34617,pos,0.8693925738334656,0.0,0.1306074261665344
34618,neu,0.33,0.34,0.33
34619,neu,0.33,0.34,0.33
34620,neu,0.33,0.34,0.33
34621,neu,0.33,0.34,0.33
34622,pos,0.9401096701622008,0.0,0.059890329837799
34623,neu,0.33,0.34,0.33
34624,neu,0.33,0.34,0.33
34625,neu,0.33,0.34,0.33
34626,neu,0.33,0.34,0.33
34627,neu,0.33,0.34,0.33
34628,neg,0.2620930075645447,0.0,0.7379069924354553
34629,neg,0.2408744096755981,0.0,0.7591255903244019
34630,neu,0.33,0.34,0.33
34631,neg,0.5005656182765961,0.0,0.4994343817234039
34632,neu,0.33,0.34,0.33
34633,neu,0.33,0.34,0.33
34634,pos,0.9401096701622008,0.0,0.059890329837799
34635,neu,0.33,0.34,0.33
34636,neu,0.33,0.34,0.33
34637,neu,0.33,0.34,0.33
34638,pos,0.9401096701622008,0.0,0.059890329837799
34639,neu,0.33,0.34,0.33
34640,neu,0.33,0.34,0.33
34641,neu,0.33,0.34,0.33
34642,pos,0.9401096701622008,0.0,0.059890329837799
34643,neu,0.33,0.34,0.33
34644,neu,0.33,0.34,0.33
34645,neu,0.33,0.34,0.33
34646,neu,0.33,0.34,0.33
34647,pos,0.9401096701622008,0.0,0.059890329837799
34648,neu,0.33,0.34,0.33
34649,neu,0.33,0.34,0.33
34650,neu,0.33,0.34,0.33
34651,neg,0.0733311176300048,0.0,0.9266688823699952
34652,pos,0.8630608320236206,0.0,0.1369391679763794
34653,neu,0.33,0.34,0.33
34654,pos,0.8464454412460327,0.0,0.1535545587539672
34655,neu,0.33,0.34,0.33
34656,neu,0.33,0.34,0.33
34657,neu,0.33,0.34,0.33
34658,neu,0.33,0.34,0.33
34659,neg,0.0733311176300048,0.0,0.9266688823699952
34660,pos,0.8630608320236206,0.0,0.1369391679763794
34661,neu,0.33,0.34,0.33
34662,pos,0.8464454412460327,0.0,0.1535545587539672
34663,neu,0.33,0.34,0.33
34664,neu,0.33,0.34,0.33
34665,neu,0.33,0.34,0.33
34666,neu,0.33,0.34,0.33
34667,neg,0.0733311176300048,0.0,0.9266688823699952
34668,pos,0.8630608320236206,0.0,0.1369391679763794
34669,neu,0.33,0.34,0.33
34670,pos,0.8464454412460327,0.0,0.1535545587539672
34671,neu,0.33,0.34,0.33
34672,neu,0.33,0.34,0.33
34673,neu,0.33,0.34,0.33
34674,pos,0.7597066164016724,0.0,0.2402933835983276
34675,neu,0.33,0.34,0.33
34676,neu,0.33,0.34,0.33
34677,neu,0.33,0.34,0.33
34678,neu,0.33,0.34,0.33
34679,neu,0.33,0.34,0.33
34680,neu,0.33,0.34,0.33
34681,neu,0.33,0.34,0.33
34682,neu,0.33,0.34,0.33
34683,neu,0.33,0.34,0.33
34684,neu,0.33,0.34,0.33
34685,neu,0.33,0.34,0.33
34686,neu,0.33,0.34,0.33
34687,pos,0.7597066164016724,0.0,0.2402933835983276
34688,neu,0.33,0.34,0.33
34689,neu,0.33,0.34,0.33
34690,neu,0.33,0.34,0.33
34691,neu,0.33,0.34,0.33
34692,pos,0.9123089909553528,0.0,0.0876910090446472
34693,pos,0.8494774103164673,0.0,0.1505225896835327
34694,neu,0.33,0.34,0.33
34695,pos,0.4990905523300171,0.0,0.5009094476699829
34696,neu,0.33,0.34,0.33
34697,neu,0.33,0.34,0.33
34698,pos,0.930493175983429,0.0,0.069506824016571
34699,pos,0.944896936416626,0.0,0.055103063583374
34700,pos,0.9123089909553528,0.0,0.0876910090446472
34701,pos,0.8494774103164673,0.0,0.1505225896835327
34702,neu,0.33,0.34,0.33
34703,pos,0.4990905523300171,0.0,0.5009094476699829
34704,neu,0.33,0.34,0.33
34705,neu,0.33,0.34,0.33
34706,pos,0.930493175983429,0.0,0.069506824016571
34707,pos,0.944896936416626,0.0,0.055103063583374
34708,neg,0.3527976870536804,0.0,0.6472023129463196
34709,pos,0.7516413331031799,0.0,0.24835866689682
34710,neu,0.33,0.34,0.33
34711,pos,0.7888822555541992,0.0,0.2111177444458007
34712,neu,0.33,0.34,0.33
34713,neu,0.33,0.34,0.33
34714,neu,0.33,0.34,0.33
34715,neu,0.33,0.34,0.33
34716,neu,0.33,0.34,0.33
34717,neu,0.33,0.34,0.33
34718,pos,0.9049383997917176,0.0,0.0950616002082824
34719,neg,0.4000779986381531,0.0,0.5999220013618469
34720,neu,0.33,0.34,0.33
34721,neu,0.33,0.34,0.33
34722,neu,0.33,0.34,0.33
34723,neu,0.33,0.34,0.33
34724,neu,0.33,0.34,0.33
34725,neu,0.33,0.34,0.33
34726,neu,0.33,0.34,0.33
34727,neu,0.33,0.34,0.33
34728,pos,0.749306321144104,0.0,0.250693678855896
34729,neu,0.33,0.34,0.33
34730,neu,0.33,0.34,0.33
34731,neu,0.33,0.34,0.33
34732,neu,0.33,0.34,0.33
34733,pos,0.749306321144104,0.0,0.250693678855896
34734,neu,0.33,0.34,0.33
34735,neu,0.33,0.34,0.33
34736,neu,0.33,0.34,0.33
34737,neu,0.33,0.34,0.33
34738,neu,0.33,0.34,0.33
34739,pos,0.749306321144104,0.0,0.250693678855896
34740,neu,0.33,0.34,0.33
34741,neu,0.33,0.34,0.33
34742,pos,0.8700805306434631,0.0,0.1299194693565368
34743,neu,0.33,0.34,0.33
34744,neu,0.33,0.34,0.33
34745,pos,0.8428001999855042,0.0,0.1571998000144958
34746,neu,0.33,0.34,0.33
34747,pos,0.7890465259552002,0.0,0.2109534740447998
34748,pos,0.9193235039711,0.0,0.0806764960289001
34749,neu,0.33,0.34,0.33
34750,pos,0.8700805306434631,0.0,0.1299194693565368
34751,neu,0.33,0.34,0.33
34752,neu,0.33,0.34,0.33
34753,pos,0.8428001999855042,0.0,0.1571998000144958
34754,neu,0.33,0.34,0.33
34755,pos,0.7890465259552002,0.0,0.2109534740447998
34756,pos,0.9193235039711,0.0,0.0806764960289001
34757,neu,0.33,0.34,0.33
34758,pos,0.8700805306434631,0.0,0.1299194693565368
34759,neu,0.33,0.34,0.33
34760,neu,0.33,0.34,0.33
34761,pos,0.8428001999855042,0.0,0.1571998000144958
34762,neu,0.33,0.34,0.33
34763,pos,0.7890465259552002,0.0,0.2109534740447998
34764,pos,0.9193235039711,0.0,0.0806764960289001
34765,neu,0.33,0.34,0.33
34766,neu,0.33,0.34,0.33
34767,neu,0.33,0.34,0.33
34768,neg,0.0407671928405761,0.0,0.9592328071594238
34769,pos,0.7606303095817566,0.0,0.2393696904182434
34770,neu,0.33,0.34,0.33
34771,neu,0.33,0.34,0.33
34772,neu,0.33,0.34,0.33
34773,neu,0.33,0.34,0.33
34774,neu,0.33,0.34,0.33
34775,neu,0.33,0.34,0.33
34776,pos,0.7192674875259399,0.0,0.28073251247406
34777,neu,0.33,0.34,0.33
34778,neu,0.33,0.34,0.33
34779,pos,0.7393441796302795,0.0,0.2606558203697204
34780,neu,0.33,0.34,0.33
34781,neu,0.33,0.34,0.33
34782,neu,0.33,0.34,0.33
34783,neu,0.33,0.34,0.33
34784,pos,0.7192674875259399,0.0,0.28073251247406
34785,neu,0.33,0.34,0.33
34786,neu,0.33,0.34,0.33
34787,pos,0.7393441796302795,0.0,0.2606558203697204
34788,neu,0.33,0.34,0.33
34789,neu,0.33,0.34,0.33
34790,pos,0.7192674875259399,0.0,0.28073251247406
34791,neu,0.33,0.34,0.33
34792,neu,0.33,0.34,0.33
34793,pos,0.7393441796302795,0.0,0.2606558203697204
34794,neu,0.33,0.34,0.33
34795,neu,0.33,0.34,0.33
34796,neu,0.33,0.34,0.33
34797,neu,0.33,0.34,0.33
34798,neu,0.33,0.34,0.33
34799,neu,0.33,0.34,0.33
34800,pos,0.8119038939476013,0.0,0.1880961060523986
34801,neu,0.33,0.34,0.33
34802,neg,0.032297670841217,0.0,0.967702329158783
34803,neu,0.33,0.34,0.33
34804,neu,0.33,0.34,0.33
34805,neu,0.33,0.34,0.33
34806,neu,0.33,0.34,0.33
34807,neu,0.33,0.34,0.33
34808,pos,0.8119038939476013,0.0,0.1880961060523986
34809,neu,0.33,0.34,0.33
34810,neg,0.032297670841217,0.0,0.967702329158783
34811,pos,0.7548221945762634,0.0,0.2451778054237365
34812,neu,0.33,0.34,0.33
34813,neu,0.33,0.34,0.33
34814,pos,0.8976723551750183,0.0,0.1023276448249816
34815,neu,0.33,0.34,0.33
34816,neu,0.33,0.34,0.33
34817,neu,0.33,0.34,0.33
34818,neu,0.33,0.34,0.33
34819,pos,0.7548219561576843,0.0,0.2451780438423156
34820,neu,0.33,0.34,0.33
34821,neu,0.33,0.34,0.33
34822,pos,0.8976725339889526,0.0,0.1023274660110473
34823,neu,0.33,0.34,0.33
34824,neu,0.33,0.34,0.33
34825,neu,0.33,0.34,0.33
34826,neu,0.33,0.34,0.33
34827,pos,0.7548219561576843,0.0,0.2451780438423156
34828,neu,0.33,0.34,0.33
34829,neu,0.33,0.34,0.33
34830,pos,0.8976725339889526,0.0,0.1023274660110473
34831,neu,0.33,0.34,0.33
34832,neu,0.33,0.34,0.33
34833,neu,0.33,0.34,0.33
34834,neu,0.33,0.34,0.33
34835,neu,0.33,0.34,0.33
34836,neu,0.33,0.34,0.33
34837,neu,0.33,0.34,0.33
34838,neu,0.33,0.34,0.33
34839,neu,0.33,0.34,0.33
34840,pos,0.8119036555290222,0.0,0.1880963444709777
34841,neu,0.33,0.34,0.33
34842,neg,0.032297670841217,0.0,0.967702329158783
34843,neu,0.33,0.34,0.33
34844,neu,0.33,0.34,0.33
34845,neu,0.33,0.34,0.33
34846,neu,0.33,0.34,0.33
34847,neu,0.33,0.34,0.33
34848,pos,0.8119036555290222,0.0,0.1880963444709777
34849,neu,0.33,0.34,0.33
34850,neg,0.032297670841217,0.0,0.967702329158783
34851,pos,0.5070973634719849,0.0,0.4929026365280151
34852,neu,0.33,0.34,0.33
34853,neu,0.33,0.34,0.33
34854,pos,0.5070973634719849,0.0,0.4929026365280151
34855,neu,0.33,0.34,0.33
34856,neu,0.33,0.34,0.33
34857,neu,0.33,0.34,0.33
34858,neu,0.33,0.34,0.33
34859,neu,0.33,0.34,0.33
34860,neu,0.33,0.34,0.33
34861,neu,0.33,0.34,0.33
34862,neu,0.33,0.34,0.33
34863,neu,0.33,0.34,0.33
34864,neu,0.33,0.34,0.33
34865,neu,0.33,0.34,0.33
34866,pos,0.6390505433082581,0.0,0.3609494566917419
34867,neu,0.33,0.34,0.33
34868,neu,0.33,0.34,0.33
34869,neu,0.33,0.34,0.33
34870,pos,0.6390505433082581,0.0,0.3609494566917419
34871,neu,0.33,0.34,0.33
34872,neu,0.33,0.34,0.33
34873,pos,0.6390505433082581,0.0,0.3609494566917419
34874,neu,0.33,0.34,0.33
34875,neu,0.33,0.34,0.33
34876,neg,0.1127463579177856,0.0,0.8872536420822144
34877,pos,0.6390505433082581,0.0,0.3609494566917419
34878,neu,0.33,0.34,0.33
34879,neu,0.33,0.34,0.33
34880,neu,0.33,0.34,0.33
34881,neu,0.33,0.34,0.33
34882,neu,0.33,0.34,0.33
34883,neg,0.1127463579177856,0.0,0.8872536420822144
34884,pos,0.6390505433082581,0.0,0.3609494566917419
34885,neu,0.33,0.34,0.33
34886,neu,0.33,0.34,0.33
34887,neu,0.33,0.34,0.33
34888,neu,0.33,0.34,0.33
34889,neu,0.33,0.34,0.33
34890,neg,0.1127463579177856,0.0,0.8872536420822144
34891,pos,0.6390505433082581,0.0,0.3609494566917419
34892,neu,0.33,0.34,0.33
34893,neu,0.33,0.34,0.33
34894,neu,0.33,0.34,0.33
34895,neu,0.33,0.34,0.33
34896,neg,0.1127463579177856,0.0,0.8872536420822144
34897,pos,0.6390505433082581,0.0,0.3609494566917419
34898,neu,0.33,0.34,0.33
34899,neu,0.33,0.34,0.33
34900,neu,0.33,0.34,0.33
34901,neu,0.33,0.34,0.33
34902,neg,0.1127463579177856,0.0,0.8872536420822144
34903,pos,0.6390505433082581,0.0,0.3609494566917419
34904,neu,0.33,0.34,0.33
34905,neu,0.33,0.34,0.33
34906,neu,0.33,0.34,0.33
34907,neu,0.33,0.34,0.33
34908,neu,0.33,0.34,0.33
34909,neg,0.1127463579177856,0.0,0.8872536420822144
34910,pos,0.6390505433082581,0.0,0.3609494566917419
34911,neu,0.33,0.34,0.33
34912,neu,0.33,0.34,0.33
34913,neu,0.33,0.34,0.33
34914,neu,0.33,0.34,0.33
34915,neu,0.33,0.34,0.33
34916,neg,0.1127463579177856,0.0,0.8872536420822144
34917,pos,0.6390505433082581,0.0,0.3609494566917419
34918,neu,0.33,0.34,0.33
34919,neu,0.33,0.34,0.33
34920,neu,0.33,0.34,0.33
34921,neu,0.33,0.34,0.33
34922,neg,0.1127463579177856,0.0,0.8872536420822144
34923,pos,0.6390505433082581,0.0,0.3609494566917419
34924,neu,0.33,0.34,0.33
34925,neu,0.33,0.34,0.33
34926,neu,0.33,0.34,0.33
34927,neu,0.33,0.34,0.33
34928,neu,0.33,0.34,0.33
34929,neg,0.1127463579177856,0.0,0.8872536420822144
34930,pos,0.6390505433082581,0.0,0.3609494566917419
34931,neu,0.33,0.34,0.33
34932,neu,0.33,0.34,0.33
34933,neu,0.33,0.34,0.33
34934,neu,0.33,0.34,0.33
34935,neu,0.33,0.34,0.33
34936,neg,0.1127463579177856,0.0,0.8872536420822144
34937,pos,0.6390505433082581,0.0,0.3609494566917419
34938,neu,0.33,0.34,0.33
34939,neu,0.33,0.34,0.33
34940,neu,0.33,0.34,0.33
34941,neu,0.33,0.34,0.33
34942,neu,0.33,0.34,0.33
34943,neg,0.1127463579177856,0.0,0.8872536420822144
